16    1568421345.434097831
32    1568421345.447720824
48    1568421345.464247079
64    1568421345.487287419
80    1568421345.516880197
96    1568421345.553111424
112    1568421345.596007725
128    1568421345.645593778
144    1568421345.701951449
160    1568421345.764977145
176    1568421345.834840374
192    1568421345.911147636
208    1568421345.994153637
224    1568421346.83821074
240    1568421346.180029924
256    1568421346.283181578
272    1568421346.392963035
288    1568421346.512906813
304    1568421346.636398587
320    1568421346.766302649
336    1568421346.902625903
352    1568421347.45600432
368    1568421347.195098726
384    1568421347.351560219
400    1568421347.514598545
416    1568421347.684425812
432    1568421347.861108102
448    1568421348.44407144
464    1568421348.234003175
480    1568421348.430433464
496    1568421348.633374406
512    1568421348.843003826
528    1568421349.59441557
544    1568421349.282623988
560    1568421349.512328543
576    1568421349.748759935
592    1568421349.992112620
608    1568421350.241701415
624    1568421350.497974041
640    1568421350.761470311
656    1568421351.31390885
672    1568421351.307947540
688    1568421351.594330836
704    1568421351.884922908
720    1568421352.181263195
736    1568421352.484471069
752    1568421352.794221063
768    1568421353.110648761
784    1568421353.433811136
800    1568421353.763642622
816    1568421354.100173089
832    1568421354.443361108
848    1568421354.793276630
864    1568421355.150514056
880    1568421355.513688099
896    1568421355.883866688
912    1568421356.260341129
928    1568421356.647420017
944    1568421357.37463211
960    1568421357.434186727
976    1568421357.838280425
992    1568421358.248179491
1008    1568421358.664477804
1024    1568421359.87873942
1040    1568421359.517900363
1056    1568421359.954785094
1072    1568421360.401907368
1088    1568421360.852155425
1104    1568421361.308760010
1120    1568421361.778922577
1136    1568421362.248954239
1152    1568421362.725737628
1168    1568421363.209225547
1184    1568421363.700016102
1200    1568421364.196983375
1216    1568421364.700490951
1232    1568421365.210446926
1248    1568421365.727342783
1264    1568421366.251402071
1280    1568421366.786799777
1296    1568421367.323530086
1312    1568421367.866870784
1328    1568421368.416945853
1344    1568421368.973887372
1360    1568421369.537393526
1376    1568421370.107749216
1392    1568421370.684496392
1408    1568421371.268081397
1424    1568421371.865323862
1440    1568421372.463235709
1456    1568421373.80305267
1472    1568421373.690563794
1488    1568421374.307718437
1504    1568421374.931168632
1520    1568421375.561374103
1536    1568421376.198365670
1552    1568421376.846175724
1568    1568421377.496366718
1584    1568421378.153425419
1600    1568421378.817296762
1616    1568421379.487243375
1632    1568421380.164208292
1648    1568421380.847824878
1664    1568421381.542316589
1680    1568421382.242220835
1696    1568421382.945966794
1712    1568421383.656148488
1728    1568421384.373376279
1744    1568421385.96940033
1760    1568421385.827240008
1776    1568421386.569625469
1792    1568421387.314435651
1808    1568421388.65068230
1824    1568421388.822802472
1840    1568421389.586241619
1856    1568421390.356765648
1872    1568421391.133700686
1888    1568421391.921966130
1904    1568421392.712686961
1920    1568421393.509583677
1936    1568421394.313388002
1952    1568421395.123626704
1968    1568421395.940571894
1984    1568421396.769621580
2000    1568421397.600051555
2016    1568421398.437565448
2032    1568421399.281174191
2048    1568421400.132141833
2064    1568421400.989154670
2080    1568421401.856666858
2096    1568421402.727347240
2112    1568421403.604508516
2128    1568421404.488570923
2144    1568421405.378831228
2160    1568421406.276181463
2176    1568421407.196532042
2192    1568421408.107519998
2208    1568421409.24569820
2224    1568421409.948565639
2240    1568421410.879498533
2256    1568421411.833005078
2272    1568421412.776957404
2288    1568421413.727481321
2304    1568421414.684574957
2320    1568421415.649019929
2336    1568421416.629226575
2352    1568421417.608327248
2368    1568421418.592443501
2384    1568421419.583226418
2400    1568421420.594436647
2416    1568421421.606505556
2432    1568421422.619290279
2448    1568421423.636920877
2464    1568421424.662169205
2480    1568421425.692964018
2496    1568421426.745711785
2512    1568421427.789825486
2528    1568421428.840619110
2544    1568421429.898255692
2560    1568421430.962734795
2576    1568421432.38882311
2592    1568421433.116334643
2608    1568421434.200004097
2624    1568421435.290879622
2640    1568421436.388509617
2656    1568421437.506229721
2672    1568421438.617334924
2688    1568421439.734444117
2704    1568421440.858472139
2720    1568421442.1798633
2736    1568421443.139681062
2752    1568421444.283265686
2768    1568421445.434387291
2784    1568421446.599731097
2800    1568421447.765987450
2816    1568421448.937102695
2832    1568421450.114086844
2848    1568421451.298960720
2864    1568421452.498851211
2880    1568421453.696831325
2896    1568421454.900892469
2912    1568421456.111455047
2928    1568421457.345209672
2944    1568421458.569521225
2960    1568421459.800918227
2976    1568421461.38489272
2992    1568421462.296421684
3008    1568421463.547959860
3024    1568421464.805256525
3040    1568421466.69337047
3056    1568421467.356046509
3072    1568421468.634050702
3088    1568421469.918719981
3104    1568421471.209198645
3120    1568421472.530523000
3136    1568421473.834791382
3152    1568421475.146389974
3168    1568421476.464009996
3184    1568421477.804830391
3200    1568421479.135731106
3216    1568421480.485320227
3232    1568421481.837352240
3248    1568421483.189544300
3264    1568421484.548006069
3280    1568421485.912718528
3296    1568421487.293531630
3312    1568421488.671306915
3328    1568421490.56419008
3344    1568421491.447894210
3360    1568421492.868909249
3376    1568421494.273740140
3392    1568421495.685189685
3408    1568421497.123005364
3424    1568421498.547310414
3440    1568421499.978493431
3456    1568421501.415569179
3472    1568421502.881238479
3488    1568421504.332090632
3504    1568421505.790177207
3520    1568421507.283618532
3536    1568421508.754991907
3552    1568421510.234517409
3568    1568421511.735575382
3584    1568421513.231373773
3600    1568421514.729157839
3616    1568421516.237204054
3632    1568421517.760959032
3648    1568421519.279115977
3664    1568421520.804059940
3680    1568421522.368442127
3696    1568421523.907462797
3712    1568421525.452517925
3728    1568421527.14673872
3744    1568421528.574669904
3760    1568421530.142326161
3776    1568421531.728021456
3792    1568421533.312995773
3808    1568421534.898552968
3824    1568421536.490748768
3840    1568421538.114440593
3856    1568421539.722886876
3872    1568421541.349075841
3888    1568421542.984204665
3904    1568421544.609987606
3920    1568421546.243784655
3936    1568421547.892715266
3952    1568421549.537510912
3968    1568421551.189253594
3984    1568421552.855598159
4000    1568421554.522808744
4016    1568421556.196522421
4032    1568421557.880719765
4048    1568421559.568281348
4064    1568421561.265182677
4080    1568421562.974961705
4096    1568421564.687477198
4112    1568421566.402198886
4128    1568421568.140386994
4144    1568421569.869293404
4160    1568421571.615114602
4176    1568421573.376882398
4192    1568421575.124504119
4208    1568421576.900979134
4224    1568421578.665931209
4240    1568421580.434319601
4256    1568421582.217515919
4272    1568421584.1616914
4288    1568421585.794856651
4304    1568421587.618422742
4320    1568421589.422517134
4336    1568421591.232998500
4352    1568421593.53199518
4368    1568421594.878013760
4384    1568421596.718999126
4400    1568421598.581821379
4416    1568421600.426912584
4432    1568421602.294120999
4448    1568421604.160159707
4464    1568421606.33722630
4480    1568421607.937927972
4496    1568421609.822434194
4512    1568421611.723865965
4528    1568421613.646978853
4544    1568421615.557223908
4560    1568421617.485861061
4576    1568421619.399885789
4592    1568421621.321028400
4608    1568421623.255564104
4624    1568421625.192495806
4640    1568421627.139051655
4656    1568421629.92725574
4672    1568421631.46494052
4688    1568421633.27417563
4704    1568421635.1590213
4720    1568421636.998003705
4736    1568421638.986190643
4752    1568421640.979948471
