32  0.013623
48  0.0165262
64  0.0230405
80  0.0295928
96  0.036231
112  0.0428965
128  0.0495861
144  0.0563576
160  0.0630257
176  0.0698631
192  0.0763073
208  0.0830061
224  0.844057
240  -0.658181
256  0.103152
272  0.109781
288  0.119944
304  0.123492
320  0.129904
336  0.136323
352  0.553379
368  -0.260906
384  0.156461
400  0.163038
416  0.169827
432  0.176682
448  0.582963
464  -0.210068
480  0.19643
496  0.202941
512  0.209629
528  0.751412
544  -0.311792
560  0.229705
576  0.236431
592  0.243353
608  0.249589
624  0.256273
640  0.263496
656  0.552438
672  -0.00596118
688  0.286383
704  0.290592
720  0.29634
736  0.303208
752  0.30975
768  0.316428
784  0.323162
800  0.329831
816  0.33653
832  0.343188
848  0.349916
864  0.357238
880  0.363174
896  0.370179
912  0.376474
928  0.387079
944  0.727212
960  0.0595546
976  0.404094
992  0.409899
1008  0.416298
1024  1.21426
1040  -0.360839
1056  0.436885
1072  0.447122
1088  0.450248
1104  0.456604
1120  0.470163
1136  0.470032
1152  0.476783
1168  0.483488
1184  0.49079
1200  0.496967
1216  0.503508
1232  0.509956
1248  0.516896
1264  0.524059
1280  0.535398
1296  0.536731
1312  0.543341
1328  0.550075
1344  0.556942
1360  0.563506
1376  0.570356
1392  0.576747
1408  0.583585
1424  0.597242
1440  0.597912
1456  1.33982
1472  -0.112489
1488  0.617155
1504  0.62345
1520  0.630206
1536  0.636992
1552  0.64781
1568  0.650191
1584  0.657059
1600  0.663871
1616  0.669947
1632  0.676965
1648  0.683617
1664  0.694492
1680  0.699904
1696  0.703746
1712  0.710182
1728  0.717228
1744  1.59602
1760  -0.14216
1776  0.742385
1792  0.74481
1808  1.33625
1824  0.17212
1840  0.763439
1856  0.770524
1872  0.776935
1888  0.788265
1904  0.790721
1920  0.796897
1936  0.803804
1952  0.810239
1968  0.816945
1984  0.82905
2000  0.83043
2016  0.837514
2032  0.843609
2048  0.850968
2064  0.857013
2080  0.867512
2096  0.87068
2112  0.877161
2128  0.884063
2144  0.89026
2160  0.89735
2176  0.920351
2192  0.910988
2208  1.13818
2224  0.702868
2240  0.930933
2256  0.953507
2272  0.943952
2288  0.950524
2304  0.957093
2320  0.964445
2336  0.980207
2352  0.9791
2368  0.984116
2384  0.990783
2400  1.01121
2416  1.01207
2432  1.01278
2448  1.01763
2464  1.02525
2480  1.03079
2496  1.05275
2512  1.04411
2528  1.05079
2544  1.05764
2560  1.06448
2576  1.42609
2592  0.727512
2608  1.08367
2624  1.09088
2640  1.09763
2656  1.11772
2672  1.11111
2688  1.11711
2704  1.12403
2720  1.32139
2736  0.959818
2752  1.14358
2768  1.15112
2784  1.16534
2800  1.16626
2816  1.17112
2832  1.17698
2848  1.18487
2864  1.19989
2880  1.19798
2896  1.20406
2912  1.21056
2928  1.23375
2944  1.22431
2960  1.2314
2976  1.58397
2992  0.911529
3008  1.25154
3024  1.2573
3040  1.88811
3056  0.662676
3072  1.278
3088  1.28467
3104  1.29048
3120  1.32132
3136  1.30427
3152  1.3116
3168  1.31762
3184  1.34082
3200  1.3309
3216  1.34959
3232  1.35203
3248  1.35219
3264  1.35846
3280  1.36471
3296  1.38081
3312  1.37778
3328  1.89288
3344  0.883704
3360  1.42102
3376  1.40483
3392  1.41145
3408  1.43782
3424  1.4243
3440  1.43118
3456  1.43708
3472  1.46567
3488  1.45085
3504  1.45809
3520  1.49344
3536  1.47137
3552  1.47953
3568  1.50106
3584  1.4958
3600  1.49778
3616  1.50805
3632  1.52376
3648  1.51816
3664  1.52494
3680  1.56438
3696  1.53902
3712  1.54506
3728  1.69422
3744  1.42793
3760  1.56766
3776  1.5857
3792  1.58497
3808  1.58556
3824  1.5922
3840  1.62369
3856  1.60845
3872  1.62619
3888  1.63513
3904  1.62578
3920  1.6338
3936  1.64893
3952  1.6448
3968  1.65174
3984  1.66634
4000  1.66721
4016  1.67371
4032  1.6842
4048  1.68756
4064  1.6969
4080  1.70978
4096  1.71252
4112  1.71472
4128  1.73819
4144  1.72891
4160  1.74582
4176  1.76177
4192  1.74762
4208  1.77647
4224  1.76495
4240  1.76839
4256  1.7832
4272  1.94418
4288  1.63317
4304  1.82357
4320  1.80409
4336  1.81048
4352  2.299
4368  1.34602
4384  1.84099
4400  1.86282
4416  1.84509
4432  1.86721
4448  1.86604
4464  2.17707
4480  1.6007
4496  1.88451
4512  1.90143
4528  1.92311
4544  1.91024
4560  1.92864
4576  1.91402
4592  1.92114
4608  1.93454
